date,equity,cash,positions
2018-12-14,1713886.3239813484,307.64805513992906,5
2018-12-17,1669437.261813227,1329397.3170271553,1
2018-12-18,1665346.7553587593,1665346.7553587593,0
2018-12-19,1665346.7553587593,1665346.7553587593,0
2018-12-20,1665346.7553587593,1332277.40563678,1
2018-12-21,1642662.4258755036,1332277.40563678,1
2018-12-24,1642052.6274922332,985231.581111609,2
2018-12-26,1599886.171079575,1281186.10912986,1
2018-12-27,1569351.9157136017,1569351.9157136017,0
2018-12-28,1569351.9157136017,1569351.9157136017,0
2018-12-31,1569351.9157136017,1569351.9157136017,0
2019-01-02,1569351.9157136017,1255532.7262147004,1
2019-01-03,1567837.8935654694,1255532.7262147004,1
2019-01-04,1575167.2141144807,940649.3150513703,2
2019-01-07,1586740.9804947907,24.60119562689215,5
2019-01-08,1604196.4887230927,24.60119562689215,5
2019-01-09,1586546.3949902589,24.60119562689215,5
2019-01-10,1549917.8640931183,54.14363794866949,5
2019-01-11,1568797.5646470124,54.14363794866949,5
2019-01-14,1556712.0653412873,54.14363794866949,5
2019-01-15,1576131.3151505524,54.14363794866949,5
2019-01-16,1572984.1991875703,8454.757939630188,5
2019-01-17,1589354.6489804322,8454.757939630188,5
2019-01-18,1594945.123452478,8454.757939630188,5
2019-01-22,1573822.2443783814,8454.757939630188,5
2019-01-23,1567118.233823114,7508.217335992493,5
2019-01-24,1564636.4563458497,14541.901208215393,5
2019-01-25,1582642.8951256806,14541.901208215393,5
2019-01-28,1574492.9955075318,14541.901208215393,5
2019-01-29,1584638.4098275239,24038.540116601624,5
2019-01-30,1611939.3119614655,24038.540116601624,5
2019-01-31,1603431.4719975526,24038.540116601624,5
2019-02-01,1617336.7929928834,24038.540116601624,5
2019-02-04,1631870.7576191956,24038.540116601624,5
2019-02-05,1632273.5844529206,24038.540116601624,5
2019-02-06,1637655.7905762726,24038.540116601624,5
2019-02-07,1627550.138568216,15486.00114183966,5
2019-02-08,1630561.2999642426,26705.415000253357,5
2019-02-11,1634698.5720017487,26042.432875924744,5
2019-02-12,1653583.9006722504,26042.432875924744,5
2019-02-13,1648895.727011972,26042.432875924744,5
2019-02-14,1646943.646292978,11918.492873483337,5
2019-02-15,1665142.8512223298,11918.492873483337,5
2019-02-19,1671598.4931138093,11918.492873483337,5
2019-02-20,1733490.9411309296,11918.492873483337,5
2019-02-21,1724752.4437363679,11918.492873483337,5
2019-02-22,1732848.0619576508,11918.492873483337,5
2019-02-25,1737033.8995392853,11918.492873483337,5
2019-02-26,1726808.1217263276,11918.492873483337,5
2019-02-27,1737154.198409372,11918.492873483337,5
2019-02-28,1735895.2209961945,11918.492873483337,5
2019-03-01,1748365.14406138,11918.492873483337,5
2019-03-04,1735131.5591729218,2894.1516640717164,5
2019-03-05,1713570.9883492524,15.488026910461485,5
2019-03-06,1687290.0802071625,1029744.2761815125,2
2019-03-07,1689677.339816385,354131.55920153204,4
2019-03-08,1698754.6465867097,14388.509410195984,5
2019-03-11,1732243.8922646577,14388.509410195984,5
2019-03-12,1740811.4524491364,14388.509410195984,5
2019-03-13,1729607.4541028077,11.012042933143675,5
2019-03-14,1729284.5317520136,11.012042933143675,5
2019-03-15,1733973.7865411201,42.21207039896399,5
2019-03-18,1762810.642746457,42.21207039896399,5
2019-03-19,1760043.1057164976,42.21207039896399,5
2019-03-20,1759346.1754940832,42.21207039896399,5
2019-03-21,1778580.784211428,212.66980355326086,5
2019-03-22,1724844.37642222,212.66980355326086,5
2019-03-25,1696968.9579747552,2127.720069252886,5
2019-03-26,1717110.0145219201,2127.720069252886,5
2019-03-27,1708238.419255578,2127.720069252886,5
2019-03-28,1712378.4951890344,21.85639699641615,5
2019-03-29,1730497.750422799,21.85639699641615,5
2019-04-01,1743291.8844254846,21.85639699641615,5
2019-04-02,1738951.5728047723,15.396050774492323,5
2019-04-03,1719940.858506524,4.399434410966933,5
2019-04-04,1691293.604922616,4.0899842614308,5
2019-04-05,1713556.8520806665,4.0899842614308,5
2019-04-08,1714714.849271142,4.0899842614308,5
2019-04-09,1691514.4105141992,13758.932330452837,5
2019-04-10,1720794.8345349664,13758.932330452837,5
2019-04-11,1729018.0773347253,13758.932330452837,5
2019-04-12,1754197.0967458123,13758.932330452837,5
2019-04-15,1754169.3810456628,13758.932330452837,5
2019-04-16,1742908.384717309,13758.932330452837,5
2019-04-17,1742477.7425263757,793.0358155602589,5
2019-04-18,1748349.700686776,793.0358155602589,5
2019-04-22,1755315.8921120996,793.0358155602589,5
2019-04-23,1792480.6596997613,3903.486405693926,5
2019-04-24,1805445.9849446649,3903.486405693926,5
2019-04-25,1790177.9445165033,3903.486405693926,5
2019-04-26,1767097.348237359,2.3345769280567765,5
2019-04-29,1780839.9452679986,2.3345769280567765,5
2019-04-30,1789009.206425988,2.3345769280567765,5
2019-05-01,1786731.2772763604,346599.24096425716,4
2019-05-02,1799544.1760877008,43.756192528642714,5
2019-05-03,1817183.354348504,43.756192528642714,5
2019-05-06,1810632.2838796014,43.756192528642714,5
2019-05-07,1773715.1017697686,98.93793233577162,5
2019-05-08,1772051.9332745904,19631.502995812334,5
2019-05-09,1787533.8027585382,19631.502995812334,5
2019-05-10,1801270.1298497552,12650.127354943193,5
2019-05-13,1857014.128087365,332312.5724995965,4
2019-05-14,1878450.602368676,75.25301107112318,5
2019-05-15,1956841.7349599237,75.25301107112318,5
2019-05-16,1971573.957448327,75.25301107112318,5
2019-05-17,1866671.3978780145,75.25301107112318,5
2019-05-20,1963257.963597619,75.25301107112318,5
2019-05-21,1975006.4845174188,75.25301107112318,5
2019-05-22,1926850.5828297967,75.25301107112318,5
2019-05-23,1944581.5800069207,75.25301107112318,5
2019-05-24,1970321.7186559075,75.25301107112318,5
2019-05-28,2069017.0788396234,356135.1156285638,4
2019-05-29,2072743.1536153192,73.78950246516615,5
2019-05-30,1993544.4634908075,1292148.3421147699,2
2019-05-31,2010479.5394490594,890097.5449956292,3
2019-06-03,1991286.6787465448,426150.98220571224,4
2019-06-04,2024785.2853291864,21204.63183721248,5
2019-06-05,2046171.2375615472,21204.63183721248,5
2019-06-06,2058418.4336522454,21204.63183721248,5
2019-06-07,2072417.449887597,21204.63183721248,5
2019-06-10,2088861.9706967706,21204.63183721248,5
2019-06-11,2067240.1125729913,26.642632805742323,5
2019-06-12,2108411.7288640374,26.642632805742323,5
2019-06-13,2090459.1223348016,26.642632805742323,5
2019-06-14,2097192.147088372,26.642632805742323,5
2019-06-17,2099086.8216184014,1.7217998141422868,5
2019-06-18,2076309.0532195205,1.7217998141422868,5
2019-06-19,2094807.4074796075,1.7217998141422868,5
2019-06-20,2084646.250500762,5.157777749933302,5
2019-06-21,2071457.9297626847,6.262263142503798,5
2019-06-24,2056580.0924557084,623.111674153246,5
2019-06-25,2029491.5008877153,45.31031306926161,5
2019-06-26,2031012.1816318864,45.31031306926161,5
2019-06-27,2043436.8550060624,47.226969563402236,5
2019-06-28,2084762.0124538774,47.226969563402236,5
2019-07-01,2100494.678572499,47.226969563402236,5
2019-07-02,2106594.3110149736,47.226969563402236,5
2019-07-03,2184684.9646328324,2.4155453080311418,5
2019-07-05,2188077.31446346,2.4155453080311418,5
2019-07-08,2190141.9777744645,2.4155453080311418,5
2019-07-09,2199306.6500004167,2.4155453080311418,5
2019-07-10,2207066.3140247697,2.4155453080311418,5
2019-07-11,2177837.2698295945,0.030255638994276524,5
2019-07-12,2141197.197326177,106.14362286869437,5
2019-07-15,2086678.657821172,106.14362286869437,5
2019-07-16,2086441.7905383045,57276.25020932499,5
2019-07-17,2081804.541942113,49001.62519025151,5
2019-07-18,2090551.9905009205,49001.62519025151,5
2019-07-19,2082252.0266032154,49001.62519025151,5
2019-07-22,2093828.1210474903,40705.21271466557,5
2019-07-23,2089080.9093871051,29.047006123699248,5
2019-07-24,2120915.8535704548,29.047006123699248,5
2019-07-25,2117998.8925108844,29.047006123699248,5
2019-07-26,2075484.8353743488,31608.864968770184,5
2019-07-29,2066115.6655936176,31608.864968770184,5
2019-07-30,2036093.4787764484,51.581414693035185,5
